card_id,name,set,number,finish,pay_low_usd,pay_high_usd,pay_source,trust,sales_behind_mark,listings_now,sellers_now,listings_as_of,nm_usd,lp_usd,conflict_ratio
ex11-71,Holon's Voltorb,Delta Species,71,reverse_holo,16,22,book,red,0,4,4,2026-08-04,9.9,22.753999999999998,
ex11-73,Larvitar δ,Delta Species,73,normal,4.49,6.34,book,conflict,43,6,6,2026-08-04,2.2304259575784973,2.04,0.41
ex11-73,Larvitar δ,Delta Species,73,reverse_holo,26,32,book,green,6,8,8,2026-08-04,56.385000000000005,34.419,
ex11-75,Makuhita,Delta Species,75,normal,1.42,1.99,book,amber,38,9,9,2026-08-04,0.9452507619568018,1.99,
ex11-75,Makuhita,Delta Species,75,reverse_holo,21,42,book,amber,3,4,3,2026-08-04,17.2176,9.057,
ex11-76,Marill,Delta Species,76,normal,3.0,3.5,book,conflict,42,5,5,2026-08-04,1.301923976274621,1.89,0.4
ex11-76,Marill,Delta Species,76,reverse_holo,12,16,mark,green,6,1,1,2026-08-04,14.1581,11.035,
ex11-77,Meowth,Delta Species,77,normal,2.15,3.75,book,green,71,6,5,2026-08-04,1.9709241208682713,1.99,
ex11-77,Meowth,Delta Species,77,reverse_holo,79,118,book,amber,3,4,4,2026-08-04,78.9274,72.388,
ex11-78,Ponyta,Delta Species,78,normal,1.78,2.25,book,conflict,31,10,10,2026-08-04,0.5135988795482668,4.309,0.25
ex11-78,Ponyta,Delta Species,78,reverse_holo,15,17,book,green,5,3,2,2026-08-04,29.99,17.1745,
ex11-8,Latias δ,Delta Species,8,holo,158,240,book,green,15,9,4,2026-08-11,126.9285750463853,75.0,
ex11-8,Latias δ,Delta Species,8,reverse_holo,110,150,book,conflict,3,9,3,2026-08-04,278.5247,102.475,2.14
ex11-81,Ralts,Delta Species,81,holo,1.56,2.2,book,red,0,42,36,2026-08-11,12.735000000000001,18.101,6.77
ex11-81,Ralts,Delta Species,81,normal,1.56,2.49,book,amber,33,6,6,2026-08-04,1.4625815244867635,1.991,
ex11-81,Ralts,Delta Species,81,reverse_holo,22,27,book,amber,3,7,4,2026-08-04,30.1629,19.994999999999997,
ex11-82,Sandshrew,Delta Species,82,normal,3.74,5.75,book,green,58,6,6,2026-08-04,4.344915607698349,3.49,
ex11-82,Sandshrew,Delta Species,82,reverse_holo,63,85,mark,amber,3,1,1,2026-08-04,73.8786,47.080000000000005,
ex11-83,Slowpoke,Delta Species,83,normal,2.65,3.59,mark,green,33,1,1,2026-08-04,3.1179188420338972,2.9615,
ex11-83,Slowpoke,Delta Species,83,reverse_holo,52,86,book,amber,3,4,3,2026-08-04,77.98089999999999,48.317,
ex11-84,Staryu,Delta Species,84,normal,0.65,0.88,mark,amber,12,2,2,2026-08-04,0.7655924761421303,1.9,
ex11-84,Staryu,Delta Species,84,reverse_holo,19,26,mark,amber,3,1,0,2026-08-04,22.3832,13.097000000000001,
ex11-86,Taillow,Delta Species,86,normal,1.86,1.99,book,conflict,35,6,6,2026-08-04,0.4855342849290479,2.29,0.25
ex11-86,Taillow,Delta Species,86,reverse_holo,13,24,book,amber,3,6,6,2026-08-04,20.9861,12.657,
ex11-87,Weedle,Delta Species,87,normal,1.59,1.95,book,conflict,24,3,2,2026-08-04,0.6069427747908885,1.887,0.34
ex11-87,Weedle,Delta Species,87,reverse_holo,27,42,book,red,0,5,5,2026-08-04,27.6,0.42,
ex11-88,Zubat,Delta Species,88,holo,1.04,2.29,book,red,0,60,49,2026-08-11,11.775,14.469,7.07
ex11-88,Zubat,Delta Species,88,normal,1.91,3.41,book,amber,47,11,9,2026-08-04,1.3904403370171752,1.99,
ex11-88,Zubat,Delta Species,88,reverse_holo,17,35,book,amber,7,5,5,2026-08-04,29.89,19.99,
ex11-9,Latios δ,Delta Species,9,holo,100,138,book,green,22,7,5,2026-08-04,171.1645861174145,104.167,
ex11-9,Latios δ,Delta Species,9,reverse_holo,247,334,mark,amber,3,6,3,2026-08-04,290.5414,151.41250000000002,
ex8-100,Hariyama ex,Deoxys,100,holo,60,87,book,green,9,10,9,2026-08-04,77.13450040811931,60.774,
ex8-101,Manectric ex,Deoxys,101,holo,86,100,book,amber,7,12,7,2026-08-04,114.88138359358103,66.852,
ex8-103,Salamence ex,Deoxys,103,holo,158,232,book,green,7,8,4,2026-08-04,318.05726766090845,217.39450000000002,
ex8-104,Sharpedo ex,Deoxys,104,holo,140,200,book,green,11,8,8,2026-08-11,168.18107448412508,90.3135,
ex8-16,Deoxys,Deoxys,16,holo,24,38,book,amber,4,11,6,2026-08-04,42.6028,20.0,
ex8-16,Deoxys,Deoxys,16,normal,5.99,6.75,book,conflict,39,4,4,2026-08-04,13.486027002422773,18.064999999999998,2.12
ex8-16,Deoxys,Deoxys,16,reverse_holo,84,130,book,red,0,6,6,2026-08-04,32.300000000000004,121.03999999999999,0.3
ex8-17,Deoxys,Deoxys,17,normal,10,14,mark,green,22,2,2,2026-08-04,12.177915104768418,9.99,
ex8-17,Deoxys,Deoxys,17,reverse_holo,264,294,book,amber,3,4,2,2026-08-04,148.3917475,146.7755,
ex8-18,Deoxys,Deoxys,18,holo,18,29,book,red,0,9,7,2026-08-04,12.24,45.55,
ex8-18,Deoxys,Deoxys,18,normal,12,13,book,green,21,3,2,2026-08-04,14.398018203864009,5.0,
ex8-18,Deoxys,Deoxys,18,reverse_holo,200,298,book,amber,3,3,2,2026-08-04,173.705,67.555,
ex8-19,Ludicolo,Deoxys,19,normal,1.33,1.79,mark,conflict,11,3,2,2026-08-04,1.5607647949218753,3.458,0.25
ex8-19,Ludicolo,Deoxys,19,reverse_holo,24,33,mark,amber,4,1,1,2026-08-04,28.811699999999995,19.667,
ex8-20,Magcargo,Deoxys,20,normal,2.01,3.34,book,green,23,12,11,2026-08-11,2.598287863401017,4.622,
ex8-20,Magcargo,Deoxys,20,reverse_holo,8.69,25,book,amber,4,3,2,2026-08-04,20.363899999999997,19.095,
ex8-21,Pelipper,Deoxys,21,normal,4.15,8.43,book,green,25,4,4,2026-08-04,6.558836269547063,5.19,
ex8-21,Pelipper,Deoxys,21,reverse_holo,51,51,book_thin,red,0,1,1,2026-08-04,52.18,32.064,
ex8-22,Rayquaza,Deoxys,22,holo,73,89,book,amber,3,10,8,2026-08-04,121.61699999999999,47.5633586,
ex8-22,Rayquaza,Deoxys,22,normal,18,27,book,green,40,16,12,2026-08-04,24.83846975243375,18.55,
ex8-22,Rayquaza,Deoxys,22,reverse_holo,161,305,book,red,0,6,4,2026-08-04,361.16999999999996,408.65,
ex8-23,Sableye,Deoxys,23,holo,26,26,book,red,0,3,3,2026-08-04,106.025,174.3,4.06
ex8-23,Sableye,Deoxys,23,normal,19,26,mark,amber,42,1,1,2026-08-04,22.297968087304543,18.994999999999997,
ex8-23,Sableye,Deoxys,23,reverse_holo,26,26,book,conflict,3,3,3,2026-08-04,308.9549,309.93,11.83
ex8-24,Seaking,Deoxys,24,normal,2.85,3.5,book,green,13,10,9,2026-08-04,1.5898690594293279,19.68,
ex8-24,Seaking,Deoxys,24,reverse_holo,6.73,17,band,amber,4,2,1,2026-08-04,10.413599999999999,16.30355118,
ex8-27,Tropius,Deoxys,27,normal,3.35,4.5,book,conflict,18,10,10,2026-08-04,1.5967399520099512,1.8815,0.41
ex8-27,Tropius,Deoxys,27,reverse_holo,20,24,book,red,0,3,2,2026-08-04,18.35,18.788,
ex8-28,Whiscash,Deoxys,28,normal,1.29,1.35,book,green,24,9,8,2026-08-11,1.283150886457821,4.0440000000000005,
ex8-28,Whiscash,Deoxys,28,reverse_holo,1.29,1.35,book,conflict,3,9,8,2026-08-11,19.4976,24.042,14.77
ex8-29,Xatu,Deoxys,29,normal,7.28,9.85,mark,green,32,2,2,2026-08-04,8.562306054180697,4.14,
ex8-29,Xatu,Deoxys,29,reverse_holo,32,45,book,amber,3,3,3,2026-08-04,25.679399999999998,40.272000000000006,
ex8-96,Crobat ex,Deoxys,96,holo,110,161,book,green,10,4,4,2026-08-04,105.24108314020539,99.44200000000001,
ex8-97,Deoxys ex,Deoxys,97,holo,496,1065,book,conflict,4,4,1,2026-08-04,304.6863010976504,234.049,0.39
ex8-98,Deoxys ex,Deoxys,98,holo,170,200,book,green,5,3,3,2026-08-04,228.63015063942524,215.99,
ex8-99,Deoxys ex,Deoxys,99,holo,110,250,book,amber,4,7,6,2026-08-04,187.14998292450102,175.04700000000003,
ex3-1,Absol,Dragon,1,holo,97,131,mark,amber,3,2,1,2026-08-04,113.9105814329,93.0,
ex3-1,Absol,Dragon,1,reverse_holo,101,136,mark,green,14,2,2,2026-08-04,118.52448401094648,89.565,
ex3-10,Salamence,Dragon,10,holo,60,65,book,green,11,3,1,2026-08-04,100.0,147.495,
ex3-10,Salamence,Dragon,10,reverse_holo,60,65,book,amber,20,3,1,2026-08-04,94.82905027155668,40.0,
ex3-11,Shedinja,Dragon,11,holo,67,71,book,amber,22,4,4,2026-08-03,52.04904946203786,40.309,
ex3-11,Shedinja,Dragon,11,reverse_holo,38,51,mark,amber,4,2,2,2026-08-04,44.535700000000006,43.09,
ex3-12,Torkoal,Dragon,12,holo,45,61,mark,amber,22,2,0,2026-08-04,53.14502748015659,40.0,
ex3-12,Torkoal,Dragon,12,reverse_holo,35,43,book,amber,3,3,0,2026-08-04,28.8014,12.6865,
ex3-13,Crawdaunt,Dragon,13,normal,2.19,4.06,book,conflict,19,10,10,2026-08-04,0.9811026615428811,2.2325,0.31
ex3-13,Crawdaunt,Dragon,13,reverse_holo,13,19,book,red,0,4,4,2026-08-04,1.1099999999999999,6.3950000000000005,0.07
ex3-14,Dragonair,Dragon,14,normal,5.0,7.0,book,green,64,3,3,2026-08-04,7.987717397613865,7.19,
ex3-14,Dragonair,Dragon,14,reverse_holo,47,64,mark,amber,3,2,1,2026-08-04,55.293089575799996,1.4,
ex3-15,Flygon,Dragon,15,holo,150,176,book,red,0,3,0,2026-08-04,37.18,13.59,0.23
ex3-15,Flygon,Dragon,15,normal,2.6,5.0,book,amber,56,5,5,2026-08-04,2.1544626513838625,2.49,
ex3-15,Flygon,Dragon,15,reverse_holo,27,46,book,amber,3,3,3,2026-08-04,35.3052,25.48,
ex3-16,Girafarig,Dragon,16,normal,2.18,3.0,book,green,42,6,6,2026-08-04,1.5256037141780978,2.8120000000000003,
ex3-16,Girafarig,Dragon,16,reverse_holo,13,18,mark,amber,3,1,1,2026-08-04,15.6301628658,1.21,
ex3-17,Magneton,Dragon,17,normal,3.31,5.12,book,conflict,32,8,7,2026-08-04,2.007617758938581,4.245,0.48
ex3-17,Magneton,Dragon,17,reverse_holo,10,10,book_thin,red,0,2,1,2026-08-04,21.215000000000003,12.0,
ex3-18,Ninjask,Dragon,18,normal,2.0,3.28,book,conflict,29,11,11,2026-08-04,1.2454085347536177,2.386,0.47
ex3-18,Ninjask,Dragon,18,reverse_holo,11,26,book,red,0,3,1,2026-08-04,10.685,13.591,
ex3-19,Salamence,Dragon,19,holo,72,97,mark,amber,3,4,1,2026-08-04,84.23669999999998,1.0,
ex3-19,Salamence,Dragon,19,normal,5.65,10,book,conflict,53,15,9,2026-08-04,3.3152592041015625,2.99,0.42
ex3-19,Salamence,Dragon,19,reverse_holo,38,50,book,amber,3,5,3,2026-08-04,48.985299999999995,49.6135,
ex3-2,Altaria,Dragon,2,holo,43,67,band,amber,6,1,1,2026-08-04,67.495,49.99,
ex3-2,Altaria,Dragon,2,reverse_holo,41,56,mark,amber,34,2,2,2026-08-11,48.39575914988177,24.8455,
ex3-20,Shelgon,Dragon,20,normal,1.98,2.96,book,green,26,7,6,2026-08-04,1.3743677232374512,2.5140000000000002,
ex3-20,Shelgon,Dragon,20,reverse_holo,11,18,book,amber,4,7,6,2026-08-04,15.8504,5.7,
ex3-22,Vibrava,Dragon,22,normal,1.14,1.55,mark,amber,22,1,0,2026-07-26,1.3439513671874996,5.273,
ex3-22,Vibrava,Dragon,22,reverse_holo,1.16,1.32,book,conflict,5,14,10,2026-08-11,11.95,10.36,9.64
ex3-3,Crawdaunt,Dragon,3,holo,14,22,book,green,57,12,7,2026-08-04,9.53394316921229,7.261,
ex3-3,Crawdaunt,Dragon,3,reverse_holo,7.49,13,book,amber,3,3,3,2026-08-04,9.4413,12.382,
ex3-4,Flygon,Dragon,4,holo,3.82,5.17,mark,amber,13,2,2,2026-08-02,4.5,56.173,
ex3-4,Flygon,Dragon,4,reverse_holo,38,51,mark,green,11,2,1,2026-08-04,44.51790592296138,50.772999999999996,
ex3-49,Bagon,Dragon,49,normal,2.08,2.99,book,conflict,37,5,5,2026-08-04,0.3992287156965156,1.648,0.16
ex3-49,Bagon,Dragon,49,reverse_holo,,,,red,0,2,1,2026-08-02,0.835,9.99,
ex3-5,Golem,Dragon,5,holo,25,56,book,green,25,4,4,2026-08-04,33.2757978937529,28.99,
ex3-5,Golem,Dragon,5,reverse_holo,21,40,band,green,5,2,2,2026-08-04,21.488,17.947,
ex3-50,Bagon,Dragon,50,normal,2.6,3.25,book,conflict,22,6,2,2026-08-04,0.9086077687974335,1.99,0.31
ex3-50,Bagon,Dragon,50,reverse_holo,8.5,16,book,amber,3,4,1,2026-08-04,11.0121376758,8.561,
ex3-52,Corphish,Dragon,52,normal,0.32,0.43,mark,green,32,1,1,2026-08-02,0.3757932567870041,1.5939999999999999,
ex3-52,Corphish,Dragon,52,reverse_holo,7.0,10,book,amber,3,3,1,2026-08-04,10.4383,5.4145,
ex3-55,Geodude,Dragon,55,normal,0.85,1.15,mark,green,35,1,1,2026-08-04,1.000700017566271,2.49,
ex3-55,Geodude,Dragon,55,reverse_holo,9.38,13,mark,amber,4,2,2,2026-08-04,11.0396,12.5,
ex3-56,Geodude,Dragon,56,normal,0.72,0.98,mark,green,26,1,1,2026-08-04,0.8481969743090869,2.4,
ex3-56,Geodude,Dragon,56,reverse_holo,0.84,1.0,book,conflict,3,41,38,2026-08-11,16.1982,0.73,17.61
ex3-57,Grimer,Dragon,57,normal,1.77,2.4,mark,green,51,1,0,2026-08-04,2.0833342080662978,2.99,
ex3-57,Grimer,Dragon,57,reverse_holo,33,45,mark,amber,4,2,0,2026-08-04,39.007,29.49,
ex3-58,Horsea,Dragon,58,normal,1.99,3.2,book,conflict,35,7,5,2026-08-04,0.5495296257068667,1.87,0.21
ex3-58,Horsea,Dragon,58,reverse_holo,22,27,book,red,0,5,4,2026-08-04,20.605,6.942,
ex3-6,Grumpig,Dragon,6,holo,16,27,book,green,10,9,7,2026-08-11,17.445,14.743,
ex3-6,Grumpig,Dragon,6,reverse_holo,12,17,book,green,26,3,2,2026-08-04,15.494710562872282,12.718,
ex3-60,Magikarp,Dragon,60,holo,57,57,book_thin,red,0,1,1,2026-08-04,72.45653525,38.36,
ex3-60,Magikarp,Dragon,60,normal,4.9,6.9,band,amber,65,2,2,2026-08-04,4.898851128491578,4.59,
ex3-60,Magikarp,Dragon,60,reverse_holo,19,43,book,conflict,5,3,2,2026-08-04,66.869514935,41.6945,2.15
ex3-61,Magnemite,Dragon,61,normal,2.37,3.45,book,conflict,46,6,4,2026-08-04,0.7501369185379144,3.8710000000000004,0.26
ex3-61,Magnemite,Dragon,61,reverse_holo,28,38,mark,amber,3,2,1,2026-08-04,33.1244,19.756,
ex3-65,Mudkip,Dragon,65,normal,4.4,5.96,mark,green,68,1,1,2026-08-02,5.1815209046845006,4.985,
ex3-65,Mudkip,Dragon,65,reverse_holo,119,162,mark,amber,9,1,0,2026-08-04,140.5,36.028000000000006,
ex3-68,Nincada,Dragon,68,normal,0.7,0.95,mark,green,19,1,0,2026-07-23,0.8225287640411076,1.69,
ex3-68,Nincada,Dragon,68,reverse_holo,11,14,book,red,0,3,2,2026-08-04,5.38,6.99,0.43
ex3-7,Minun,Dragon,7,holo,68,106,band,green,21,1,1,2026-08-04,92.43991104212493,66.069,
ex3-7,Minun,Dragon,7,reverse_holo,96,187,book,red,0,4,3,2026-08-04,20.165000000000003,60.696,0.14
ex3-70,Numel,Dragon,70,normal,0.66,0.89,mark,green,23,2,1,2026-08-02,0.7764665491149013,1.89,
ex3-70,Numel,Dragon,70,reverse_holo,4.67,6.31,mark,amber,4,1,0,2026-08-04,5.4912,3.66,
ex3-72,Slugma,Dragon,72,normal,2.55,2.91,book,conflict,46,6,6,2026-08-04,0.6099365292052632,1.99,0.22
ex3-72,Slugma,Dragon,72,reverse_holo,15,15,book,amber,3,3,3,2026-08-04,14.7928,11.213000000000001,
ex3-75,Swablu,Dragon,75,normal,2.99,2.99,book,amber,36,3,3,2026-08-04,1.8354703326338078,1.696,
ex3-75,Swablu,Dragon,75,reverse_holo,15,26,book,conflict,3,3,2,2026-08-04,7.4307,6.99,0.36
ex3-77,Torchic,Dragon,77,normal,0.71,0.96,mark,green,23,2,2,2026-08-04,0.8350893844717495,1.99,
ex3-77,Torchic,Dragon,77,reverse_holo,25,28,book,amber,4,3,1,2026-08-04,27.527,19.020999999999997,
ex3-78,Trapinch,Dragon,78,normal,1.99,4.95,book,green,66,7,3,2026-08-04,2.2927566762974245,2.69,
ex3-78,Trapinch,Dragon,78,reverse_holo,2.0,3.99,book,red,0,38,25,2026-08-11,15.665000000000001,15.687,5.23
ex3-79,Trapinch,Dragon,79,normal,0.53,0.72,mark,green,18,1,0,2026-07-23,0.6227401527013294,2.115,
ex3-79,Trapinch,Dragon,79,reverse_holo,0.63,0.64,book,conflict,4,21,19,2026-08-11,9.417300000000001,6.792000000000001,14.83
ex3-8,Plusle,Dragon,8,holo,69,93,mark,green,23,2,2,2026-08-11,80.75928517522652,76.8963592,
ex3-8,Plusle,Dragon,8,reverse_holo,60,81,mark,amber,3,2,1,2026-08-04,70.0463,39.99,
ex3-89,Ampharos ex,Dragon,89,holo,181,245,mark,amber,3,2,2,2026-08-04,212.84659279217846,138.5095,
ex3-90,Dragonite ex,Dragon,90,holo,329,950,book,green,6,5,0,2026-08-04,589.488692978163,385.1775,
ex3-91,Golem ex,Dragon,91,holo,106,139,book,green,10,8,7,2026-08-11,84.02427663346731,51.267,
ex3-92,Kingdra ex,Dragon,92,holo,89,121,mark,green,11,2,2,2026-08-04,104.97216877152573,78.473,
ex3-93,Latias ex,Dragon,93,holo,180,315,book,green,9,13,7,2026-08-04,255.43226570674517,265.937,
ex3-94,Latios ex,Dragon,94,holo,235,400,book,green,22,8,4,2026-08-04,345.01557437444615,186.85450000000003,
ex3-95,Magcargo ex,Dragon,95,holo,48,99,book,green,18,9,4,2026-08-11,69.28031458308094,43.847,
ex3-96,Muk ex,Dragon,96,holo,85,115,book,green,19,7,1,2026-08-04,84.48148965986825,54.953500000000005,
ex3-97,Rayquaza ex,Dragon,97,holo,575,1341,book,green,17,12,1,2026-08-04,530.2899172940372,368.898,
ex15-1,Ampharos δ,Dragon Frontiers,1,holo,26,60,book,green,15,8,7,2026-08-04,43.46731170067033,36.03150000000001,
ex15-1,Ampharos δ,Dragon Frontiers,1,reverse_holo,134,182,mark,amber,3,2,2,2026-08-04,157.94219999999999,50.355000000000004,
ex15-10,Snorlax δ,Dragon Frontiers,10,holo,149,200,book,green,6,8,8,2026-08-04,209.86603188385268,147.9,
ex15-10,Snorlax δ,Dragon Frontiers,10,reverse_holo,,,,red,0,2,2,2026-08-04,267.16499999999996,237.909,
ex15-100,Charizard ★ δ,Dragon Frontiers,100,holo,,,,red,0,10,7,2026-08-04,2490.0,4000.0,2.22
ex15-101,Mew ★ δ,Dragon Frontiers,101,holo,1546,2092,mark,amber,3,11,11,2026-08-04,1819.1255041622628,259.99,
ex15-101,Mew ★ δ,Dragon Frontiers,101,normal,,,,red,0,11,11,2026-08-04,234.99,259.99,
ex15-11,Togetic δ,Dragon Frontiers,11,holo,13,25,book,green,6,11,9,2026-08-04,20.806364039900814,18.0,
ex15-11,Togetic δ,Dragon Frontiers,11,reverse_holo,32,50,book,red,0,7,6,2026-08-04,21.26,68.959,
ex15-12,Typhlosion δ,Dragon Frontiers,12,holo,25,45,book,conflict,29,33,32,2026-08-04,74.78838399748952,45.18400000000001,2.12
ex15-12,Typhlosion δ,Dragon Frontiers,12,reverse_holo,35,64,book,red,0,10,10,2026-08-04,83.795,89.005,
ex15-13,Arbok δ,Dragon Frontiers,13,normal,3.41,5.33,book,green,27,4,4,2026-08-04,2.947419896154638,2.715,
ex15-13,Arbok δ,Dragon Frontiers,13,reverse_holo,36,69,band,amber,4,1,1,2026-08-04,35.576,25.031,
ex15-14,Cloyster δ,Dragon Frontiers,14,holo,1.99,2.28,book,red,0,24,20,2026-08-04,23.71,17.85,11.11
ex15-14,Cloyster δ,Dragon Frontiers,14,normal,1.99,1.99,book,green,16,9,6,2026-08-04,1.1930758595880666,3.8010000000000006,
ex15-14,Cloyster δ,Dragon Frontiers,14,reverse_holo,11,15,book_thin,red,0,2,2,2026-08-04,23.71,15.735000000000001,
ex15-15,Dewgong δ,Dragon Frontiers,15,holo,3.56,4.27,book,red,0,18,16,2026-08-06,20.069999999999997,23.28,5.13
ex15-15,Dewgong δ,Dragon Frontiers,15,normal,2.5,3.38,mark,green,21,2,2,2026-08-04,2.9393949093583776,2.82,
ex15-15,Dewgong δ,Dragon Frontiers,15,reverse_holo,29,45,book,amber,3,4,4,2026-08-06,40.6412,28.418999999999997,
ex15-16,Gligar δ,Dragon Frontiers,16,holo,2.62,4.89,book,red,0,16,12,2026-08-04,2.29,15.403999999999998,
ex15-16,Gligar δ,Dragon Frontiers,16,normal,2.45,2.5,book,green,22,3,2,2026-08-04,2.4240889582069354,2.1290000000000004,
ex15-16,Gligar δ,Dragon Frontiers,16,reverse_holo,12,15,book,amber,3,5,5,2026-08-04,17.511999999999997,18.99,
ex15-17,Jynx δ,Dragon Frontiers,17,normal,2.33,3.15,mark,green,17,11,8,2026-08-06,2.7372022292168077,2.49,
ex15-17,Jynx δ,Dragon Frontiers,17,reverse_holo,21,29,mark,green,5,2,2,2026-08-06,24.98,16.384999999999998,
ex15-18,Ledian δ,Dragon Frontiers,18,normal,2.07,2.8,mark,green,16,2,2,2026-08-04,2.434625933567171,2.9829999999999997,
ex15-18,Ledian δ,Dragon Frontiers,18,reverse_holo,20,20,book,amber,4,3,3,2026-08-04,19.703999999999997,12.883000000000001,
ex15-19,Lickitung δ,Dragon Frontiers,19,normal,2.16,2.93,mark,green,21,3,3,2026-08-04,2.54670160507369,4.639,
ex15-19,Lickitung δ,Dragon Frontiers,19,reverse_holo,38,55,book,red,0,5,5,2026-08-04,20.299999999999997,37.9435,0.44
ex15-2,Feraligatr δ,Dragon Frontiers,2,holo,30,50,book,green,27,33,30,2026-08-04,75.30459428142842,39.0,
ex15-2,Feraligatr δ,Dragon Frontiers,2,reverse_holo,48,75,book,amber,4,22,21,2026-08-04,114.38099999999999,61.031000000000006,
ex15-20,Mantine δ,Dragon Frontiers,20,normal,1.7,2.3,mark,green,13,2,2,2026-08-04,2.002509045880976,3.541,
ex15-20,Mantine δ,Dragon Frontiers,20,reverse_holo,18,46,book,amber,4,8,4,2026-08-04,28.905700000000003,19.741,
ex15-21,Quagsire δ,Dragon Frontiers,21,normal,12,14,book,green,33,6,5,2026-08-04,12.738499264763776,10.6035,
ex15-21,Quagsire δ,Dragon Frontiers,21,reverse_holo,60,81,mark,amber,4,2,2,2026-08-04,70.2138,37.142814660000006,
ex15-22,Seadra δ,Dragon Frontiers,22,normal,1.5,1.99,book,green,38,5,5,2026-08-04,1.7897421311794617,3.733,
ex15-22,Seadra δ,Dragon Frontiers,22,reverse_holo,10,16,book,amber,3,4,4,2026-08-04,20.954199999999997,15.433,
ex15-23,Tropius δ,Dragon Frontiers,23,normal,2.37,3.21,mark,green,17,1,1,2026-08-04,2.790638301177562,2.2215000000000003,
ex15-23,Tropius δ,Dragon Frontiers,23,reverse_holo,20,24,book_thin,red,0,2,2,2026-08-04,14.835,19.99,
ex15-24,Vibrava δ,Dragon Frontiers,24,normal,1.75,2.24,book,green,27,6,6,2026-08-04,1.6387652113920637,2.6195000000000004,
ex15-24,Vibrava δ,Dragon Frontiers,24,reverse_holo,18,38,book,red,0,4,4,2026-08-04,16.72,17.096,
ex15-25,Xatu δ,Dragon Frontiers,25,normal,4.15,6.04,book,conflict,19,18,15,2026-08-04,2.3051915685552395,2.383,0.45
ex15-25,Xatu δ,Dragon Frontiers,25,reverse_holo,22,41,book,conflict,3,5,4,2026-08-04,15.3686,12.508,0.48
ex15-26,Bayleef δ,Dragon Frontiers,26,normal,1.62,2.19,mark,green,20,1,1,2026-08-04,1.9044582044584797,2.43,
ex15-26,Bayleef δ,Dragon Frontiers,26,reverse_holo,31,56,book,red,0,4,4,2026-08-04,17.135,24.524,0.39
ex15-27,Croconaw δ,Dragon Frontiers,27,normal,5.99,15,book,green,38,5,5,2026-08-04,7.480089764612768,4.75,
ex15-27,Croconaw δ,Dragon Frontiers,27,reverse_holo,70,95,mark,amber,3,2,2,2026-08-04,82.62109999999998,45.832,
ex15-28,Dragonair δ,Dragon Frontiers,28,normal,4.99,9.2,book,green,25,11,8,2026-08-04,7.99632275962979,4.995,
ex15-28,Dragonair δ,Dragon Frontiers,28,reverse_holo,41,50,book,amber,3,5,5,2026-08-04,46.392362336000005,44.00692754000001,
ex15-29,Electabuzz δ,Dragon Frontiers,29,normal,1.61,2.17,mark,green,12,1,1,2026-08-04,1.8907085241768002,3.91,
ex15-29,Electabuzz δ,Dragon Frontiers,29,reverse_holo,25,34,mark,amber,3,1,1,2026-08-06,29.7125,25.33,
ex15-3,Heracross δ,Dragon Frontiers,3,holo,35,40,book,green,18,8,7,2026-08-04,45.62570906987354,20.5,
ex15-3,Heracross δ,Dragon Frontiers,3,reverse_holo,39,51,book,amber,3,7,6,2026-08-04,64.8866,54.80250000000001,
ex15-30,Flaaffy δ,Dragon Frontiers,30,normal,4.99,9.0,book,green,27,3,3,2026-08-04,10.588669925641573,5.354,
ex15-30,Flaaffy δ,Dragon Frontiers,30,reverse_holo,15,29,book,amber,3,3,3,2026-08-04,32.6611,15.929,
ex15-31,Horsea δ,Dragon Frontiers,31,normal,1.81,1.99,book,green,26,8,5,2026-08-04,0.9770642630798089,4.148,
ex15-31,Horsea δ,Dragon Frontiers,31,reverse_holo,25,33,book_thin,red,0,2,2,2026-08-04,24.52,18.143,
ex15-32,Kirlia,Dragon Frontiers,32,normal,1.69,2.99,book,conflict,15,4,4,2026-08-04,0.9927992167064463,2.0,0.42
ex15-32,Kirlia,Dragon Frontiers,32,reverse_holo,11,26,book,amber,3,7,4,2026-08-04,17.3314,13.363499999999998,
ex15-34,Nidorina δ,Dragon Frontiers,34,normal,4.79,6.99,book,green,30,13,11,2026-08-04,3.5880520463400396,2.74,
ex15-34,Nidorina δ,Dragon Frontiers,34,reverse_holo,24,30,book,amber,3,5,5,2026-08-04,36.498,20.91,
ex15-35,Nidorino δ,Dragon Frontiers,35,normal,2.37,5.27,book,conflict,17,18,16,2026-08-04,1.1838146579418045,2.3375000000000004,0.31
ex15-35,Nidorino δ,Dragon Frontiers,35,reverse_holo,14,28,book_thin,red,0,2,2,2026-08-04,1.33,13.5,
ex15-36,Quilava δ,Dragon Frontiers,36,normal,1.59,1.75,book,green,33,11,7,2026-08-04,2.8855233724795357,2.18225479,
ex15-36,Quilava δ,Dragon Frontiers,36,reverse_holo,41,56,mark,amber,3,2,2,2026-08-04,48.483223028,31.666,
ex15-38,Shelgon δ,Dragon Frontiers,38,normal,2.06,2.79,mark,green,18,1,1,2026-08-04,2.42401788944957,1.995,
ex15-38,Shelgon δ,Dragon Frontiers,38,reverse_holo,13,15,book,red,0,6,6,2026-08-04,13.655000000000001,17.802000000000003,
ex15-39,Smeargle δ,Dragon Frontiers,39,normal,1.59,2.16,mark,green,12,1,1,2026-08-04,1.8763449864358397,2.31,
